tour,spring,summer,autumn,winter
절곡계곡,0,1,1,0
청류계곡,0,1,0,1
치마폭포,0,1,1,0
하성근린공원,1,1,1,1
홍천수타사농촌테마공원,0,0,1,0
구리체육공원,1,1,1,0
남서울공원,1,1,1,1
늘품어린이공원,1,1,1,0
대유수렵장,1,0,1,1
둔지미공원,1,0,1,0
뒷장술해수욕장,1,1,1,0
명금폭포,0,1,1,0
모래내공원,1,1,1,0
미녀산,1,1,1,1
빙계계곡군립공원,1,1,1,1
서두물공원,1,1,1,1
세천체육공원,1,1,1,0
소호해변공원,0,1,1,0
수성체육공원,1,1,1,0
시지근린공원,1,1,1,0
신곡어린이공원,1,0,0,0
신흥어린이공원,1,1,1,0
옹기공원,1,1,1,1
은곡마을공원,1,1,1,0
장평유원지,1,1,1,0
정문공원,1,1,1,0
천사어린이공원,1,1,1,0
하늘아래공원,1,1,1,1
해양소공원,0,1,1,1
가림근린공원,1,1,1,0
경운공원,0,0,1,1
괴정오작교체육공원,1,1,1,1
군포제일공원,1,1,1,0
금빛계곡,0,1,0,0
기백산군립공원,1,1,0,1
기양산,1,0,1,1
남한강유원지,1,1,1,0
무학공원,1,1,1,0
분수대공원,1,1,1,0
산자락어린이공원,1,1,1,0
삼산건강공원,1,0,0,1
새벽공원,1,1,1,0
석대산,1,1,1,0
수산해수욕장,1,1,0,0
안산근린공원,1,1,1,0
옹달샘공원,1,1,1,0
우구치쉼터공원,0,1,1,0
유동해수욕장,1,1,0,0
재궁공원,1,1,1,0
죽림근린공원,1,1,1,1
지리해수욕장,1,1,0,0
지시제생태공원,1,1,1,0
초롱어린이공원,1,1,1,1
해양종합공원,0,1,1,0
황계산,1,0,1,0
황제공원,1,1,1,0
거열산,1,1,1,1
공명선거공원,1,1,1,0
남원어린이교통공원,1,1,1,0
당말리공원,1,0,1,0
도담어린이공원,1,0,0,1
두문폭포,0,1,1,0
마옥산,1,1,0,1
면목역공원,1,1,0,1
문재공원,0,1,1,1
미법도해변,1,1,1,0
백운어린이공원,1,0,0,1
봉우재공원,0,1,0,0
봉우재근린공원,0,1,0,0
삼정공원,1,0,1,0
신안녹지공원,1,1,1,0
안중근린공원,1,0,0,0
안지랑골체육공원,1,1,1,0
이곡분수공원,1,1,0,0
장흥선사문화유적공원,0,1,1,0
지각산,1,1,1,1
초곡산성,1,1,1,0
평화유원지,0,1,0,0
형제계곡,1,1,0,0
효공원,1,1,1,0
흥덕공원,1,1,1,0
간재울공원,1,1,0,1
남진공원,1,1,1,1
대치공원,1,1,1,0
동산어린이공원,1,1,1,1
비래폭포,1,1,0,0
빛오름공원,1,1,1,1
사근공원,1,0,0,0
삼밭나루어린이공원,1,1,1,1
새천년기념공원,1,1,1,1
수산체육공원,1,1,1,1
시낭공원,1,1,1,0
신정호생활체육공원,0,1,1,0
역말공원,1,1,1,0
월천공원,1,1,1,0
이왕이공원,1,1,1,0
진동공원,1,1,1,0
진량공원,1,1,1,0
함덕1호어린이공원,1,1,0,0
해누리근린공원,1,1,1,0
고동바위공원,1,1,1,0
공촌공원,1,1,1,0
구월공원,1,1,1,1
냉산레포츠공원,1,1,1,0
대암공원,1,1,1,1
보라공원,1,1,1,0
복우산,1,1,1,1
어침이공원,1,1,1,0
연동공원,1,1,0,0
위도유원지,1,1,1,0
이현동생태습지,1,0,1,1
탑공원,1,1,1,0
푸른숲공원,1,1,1,0
하기해수욕장,1,1,1,0
후릉공원,1,1,1,0
동산유원지,0,1,1,0
박열의사기념공원,0,1,1,0
봉림불해수욕장,1,1,0,0
생림공원,1,0,1,0
생태휴양공원,0,1,1,1
양섬공원,1,1,1,0
용당공원,1,1,1,0
태실공원,1,1,1,0
가람공원,1,0,1,0
가련산공원,1,0,0,1
갈천공원,1,1,1,0
겨루공원,0,1,1,0
고척근린소공원,1,1,1,0
광천생활체육공원,1,0,1,0
광평대군묘역,1,1,1,0
구문천공원,1,1,1,0
금강산성,1,1,1,1
금암근린공원,0,1,1,0
기린솔섬유원지,1,1,1,0
기미만세공원,1,1,1,0
기화계곡,0,1,0,0
기후변화테마공원,1,1,0,1
김삿갓유원지,1,1,0,0
깊은금해수욕장,0,1,0,0
꽃뫼공원,1,0,1,1
꿈나무어린이공원,1,1,1,0
나래어린이공원,1,1,1,0
남미질부성,1,1,1,1
남산성,1,1,1,1
낭트정원,1,1,1,1
냉천어린이공원,1,0,1,0
냉천유적공원,1,1,1,0
노고산성,1,0,0,1
늘봄어린이공원,1,1,0,0
능서레포츠공원,1,0,1,0
다대포해수욕장공원,1,1,1,0
단오공원,1,0,1,0
당산해수욕장,1,1,1,0
도계소공원,1,1,1,0
도선마을공원,0,1,1,0
들샘공원,1,1,1,1
만리배수지공원,1,1,1,1
모래소유원지,0,1,0,0
민락해변공원,0,0,1,0
반려동물전용공원,1,1,1,1
방축공원,1,1,1,0
뱃들공원,1,1,1,0
봉우근린공원,1,1,1,0
봉의산성,1,0,1,1
비석골근린공원,1,1,1,0
비슬산군립공원,1,0,0,0
사슴어린이공원,1,1,1,1
산림생태문화체험단지,1,1,1,1
산수유공원,1,0,1,0
삼장체육공원,0,1,0,0
상생폭포,0,0,0,1
서천장암진성,1,1,1,0
섭새강변유원지,1,1,1,0
소라공원,1,1,1,1
숭의공원,1,1,1,1
승기근린공원,1,1,1,0
쌍수정,1,0,1,1
아우내독립만세운동기념공원,1,0,1,1
안양역광장,1,0,1,1
양효공안맹담과정의공주묘역,1,1,1,0
여의도샛강공원,1,0,1,0
역삼무궁화공원,1,1,1,0
연제근공원,1,1,1,0
영등근린공원,1,1,0,0
영천레포츠,1,1,1,0
오각놀이공원,1,1,1,0
오금근린공원,1,0,0,0
오름공원,1,1,1,1
오정근린공원,1,1,1,0
와우근린공원,1,0,0,1
완동공원,1,1,1,1
왕길근린공원,1,1,1,0
월계근린공원,1,1,1,0
육탄10용사기념공원,0,1,1,0
은대근린공원,1,0,0,0
은하수어린이공원,1,0,1,0
이기대도시자연공원,1,1,1,0
이기대자연공원,1,1,0,0
자연학습공원,1,1,1,0
제천뜰근린공원,1,0,1,0
조마공원,0,1,1,1
죽산수변공원,1,1,1,0
중흥산성,1,1,0,0
지내들옹기돌탑공원,1,1,1,0
지암유원지,0,1,0,1
지천생태공원,1,1,1,0
천일어린이공원,1,1,1,0
철새공원,1,1,1,0
충혼공원,1,1,1,1
큰길어린이공원,1,1,1,0
태평문화공원,1,1,1,0
통리해수욕장,1,1,0,0
통창공원,1,0,1,0
평림생활체육공원,1,1,1,1
평원공원,1,1,1,0
푸른솔밭공원,0,1,1,1
피래산,0,1,1,1
피터팬공원,1,1,1,0
필마공원,1,1,1,1
학봉공원,1,1,1,0
한국레져개발,0,1,0,0
한방엑스포공원,1,0,1,0
햇빛공원,1,1,1,0
황금내공원,1,1,1,0
후동공원,1,1,1,0
흑석동산성,1,1,0,0
구미역후면광장,1,0,0,1
군도공원,0,1,0,0
금곡체육공원,1,1,1,0
꽃우물공원,1,1,1,0
남포해수욕장,1,1,1,0
농업생태공원,1,0,1,0
대진교강변유원지,1,1,1,0
독산동마을공원,1,1,1,1
동개해수욕장,0,1,1,0
두댐이공원,1,1,1,0
마동근린체육공원,1,1,1,1
만월쉼터,1,1,1,0
면전해수욕장,1,1,1,0
뫼골놀이공원,1,1,1,0
물빛어린이공원,1,1,1,0
방기공원,1,1,1,0
배재공원,1,1,1,1
백암공원,1,1,1,0
사달산,1,1,1,1
새장골어린이공원,1,1,1,0
새천년공원,1,1,1,1
서남공원,1,1,1,0
석천폭포,1,1,1,0
선학공원,1,1,1,0
성안생활체육공원,1,1,1,1
소망어린이공원,1,0,1,0
소요산야구공원,0,1,1,0
수현공원,1,1,1,0
숯고개공원,1,0,0,0
안강생활체육공원,1,1,1,0
안골폭포,1,1,0,0
옥녀폭포,0,1,0,0
옹달샘어린이공원,1,1,0,1
임진어린이공원,1,1,1,0
자매근린공원,1,1,0,0
청담체육공원,1,1,1,0
청명공원,1,1,1,1
충현1공원,1,1,0,1
태화강역광장,1,1,0,1
한신폭포,1,1,1,0
한재공원,1,1,1,0
화천인공폭포,1,1,1,0
병무산,1,1,1,1
가람근린공원,0,1,1,1
고리울가로공원,1,1,1,0
관문공원,1,1,1,0
광진어린이공원,1,1,1,1
노추산계곡,0,1,0,0
단월산,0,1,1,1
동신어산,1,0,1,1
땅끝마을관광지,1,1,0,1
매미공원,1,1,1,0
반달근린공원,1,1,1,0
백합어린이공원,1,1,1,0
봉암폭포,1,1,0,0
빼꼼공원,1,1,1,0
서산산성,1,1,1,0
석전공원,1,1,1,0
안데르센공원묘원,1,1,1,0
양촌어린이공원,0,1,1,1
양평어린이공원,1,1,1,0
오련폭포,0,0,1,0
원적계곡,1,1,0,0
월광공원,1,1,1,0
일산기찻길공원,1,1,1,0
장곡공원,1,1,1,0
황해동쉼터,0,1,0,0
가배량성,1,1,1,1
견암폭포,1,1,1,1
고산체육공원,1,1,1,0
구로구어린이교통공원,1,0,0,0
구룡소폭포,0,1,0,0
궁골공원,1,1,0,1
금류폭포,0,1,1,0
절개산,0,1,1,1
노루목공원,1,1,1,0
노상공원,1,1,1,1
느티나무유원지,1,1,0,0
답동소공원,1,1,1,0
마령체련공원,1,1,1,0
만날공원,1,0,1,0
벽운근린공원,1,1,0,0
산마루어린이공원,1,1,1,1
삼성목련공원,1,1,1,1
석남어린이공원,1,1,1,0
석촌상상어린이공원,1,1,1,0
세월리계곡,0,1,0,0
신선암공원,1,1,1,1
약대공원,1,1,1,0
양재어린이공원,1,1,1,1
영성공원,1,1,1,0
윗말공원,1,1,0,1
유등체육공원,1,1,1,0
유림해수욕장,1,1,0,0
유안청폭포,1,1,1,0
의정부역전근린공원,1,1,1,0
절골공원,1,1,1,1
주천면체육공원,0,1,1,1
통영생활체육공원,1,1,1,1
하길문화공원,1,1,1,1
가진리해수욕장,1,1,0,0
경주생활체육공원,1,1,1,1
고성목해수욕장,1,1,1,0
고천공원,1,1,1,0
다리목근린공원,1,1,0,0
달미공원,1,1,1,0
대동제생태공원,1,1,1,0
도두리공원,1,1,1,0
도원어린이공원,1,1,1,0
동백유원지,0,1,1,1
등나무공원,1,0,1,0
마전숲공원,1,1,1,0
매헌무궁화공원,1,1,1,0
모라산림공원,1,0,0,0
문촌공원,1,1,1,0
물빛문화공원,1,0,1,1
물탕공원,1,0,0,1
미나리공원,1,1,0,1
바람하늘공원,1,1,1,0
백골산성,1,0,1,1
봉선공원,1,0,1,0
분토골공원,1,1,1,0
비룡쉼터,1,1,1,1
삼성까치공원,1,1,1,1
새터관광지,1,0,1,0
서원어린이공원,1,0,1,1
석동체육공원,1,0,0,0
섬진강생태공원,1,1,1,0
소곡공원,0,1,1,1
쉰길폭포,1,1,1,1
스무숲공원,1,1,1,0
신완공원,1,1,1,1
신월어린이공원,1,1,0,1
신천어린이공원,1,1,1,0
심청공원,1,1,1,0
안락꿈돌이공원,1,1,0,0
양지말공원,1,0,1,1
역마을어린이공원,1,0,1,1
영석유원지,1,1,1,0
오거리공원,1,1,1,1
욕지해수욕장,1,1,0,0
용강공원,1,1,0,0
원지어린이공원,1,1,1,0
원효폭포,0,1,1,0
월내어린이공원,1,1,1,1
유방어린이공원,1,1,1,1
은류폭포,0,1,0,0
이방산,1,0,1,1
인정공원,1,1,0,0
임산폭포,0,1,0,0
전원어린이공원,1,1,1,0
전주시어린이교통공원,1,1,1,1
조종생활체육공원,1,1,1,0
중구민체력단련장,1,1,1,1
쥬피터공원,1,1,1,0
직산사산성,1,1,1,0
진말공원,1,1,0,1
청곡공원,1,1,1,1
청파어린이공원,1,1,1,1
청학공원,1,0,0,1
평화어린이공원,1,1,1,1
학마을공원,1,1,1,1
효정공원,1,0,1,1
가세해수욕장,0,1,0,0
갈미문학공원,1,1,1,0
거류체육공원,0,1,1,1
국사봉공원,1,0,1,0
금실어린이공원,1,1,1,1
김화생활체육공원,1,1,1,0
남동공원,1,1,1,0
노성산공원,1,1,0,1
느티어린이공원,1,1,1,1
능골어린이공원,1,1,1,0
더부리공원,1,1,1,1
덕암공원,1,1,1,0
독수리체육공원,1,0,1,0
동림유적근린공원,1,1,0,0
두산공원,1,0,1,0
등촌공원,1,1,1,0
마재근린공원,1,1,1,0
매화근린공원,1,1,1,1
명달가로공원,1,1,1,1
침곡산,1,0,0,1
목계솔밭공원,1,1,1,0
물방울어린이공원,1,1,1,0
밤섬해수욕장,0,1,1,0
방아고개공원,1,1,1,1
백세건강공원,1,1,1,0
백학공원,1,1,1,0
범바위공원,1,1,1,1
봉산어린이공원,1,1,0,1
불로고분공원,1,1,1,0
사랑샘공원,1,1,1,0
사정유원지,1,1,1,0
새락골어린이공원,1,1,1,1
새롬공원,1,1,1,0
생말공원,1,1,1,0
쇠똥구리공원,1,1,1,0
수국어린이공원,1,1,1,1
신산리공원,1,1,1,0
신수도몽돌해수욕장,0,1,0,0
신창어린이공원,1,1,1,1
심원폭포,0,1,0,0
영화주제공원,1,0,1,0
오마공원,1,1,1,0
옥갑산,1,1,1,1
완주공설공원묘지,1,1,1,1
이개해변,1,1,0,0
이물재공원,1,1,1,1
점전폭포,0,1,0,0
중현어린이공원,1,1,0,1
진량근린공원,1,1,1,0
진주어린이공원,1,0,1,0
참다래공원,1,1,1,1
천축산,1,1,1,1
초롱공원,1,1,1,0
추대계곡,0,1,0,0
코스모스공원,0,1,1,0
평해해수욕장,0,1,0,0
푸른쉼터,1,1,1,1
풀빛공원,1,1,1,0
학성근린공원,1,1,1,0
행복근린공원,1,1,1,1
효자어린이공원,1,0,1,1
거인공원,1,1,1,0
견우공원,1,1,1,1
고래실공원,0,1,1,0
고봉산성,1,1,1,1
관음사계곡,0,1,0,0
그늘유원지,0,1,0,0
기림폭포,0,1,0,0
녹수동산,0,1,1,0
달님어린이공원,1,0,1,1
대치목련공원,1,0,0,1
덕포공원,1,1,1,0
만귀정계곡,0,1,0,0
만석어린이공원,1,0,1,0
벌내물공원,1,0,0,1
보림공원,1,0,1,0
부귀체련공원,1,1,1,0
산천유원지,1,1,0,0
상대근린공원,1,1,0,1
서귀포축구공원,1,0,0,1
서창어울공원,1,1,0,0
손양원목사유적공원,1,1,0,1
솔밭어린이공원,1,1,0,1
숨은폭포,1,1,1,0
승무산,1,1,1,1
신창가족공원,1,1,1,0
야외조각공원,1,1,1,1
얼음골유원지,0,1,0,0
연미산미술공원,1,1,1,0
오류공원,1,0,1,0
오리나무유원지,0,1,1,0
오봉산어린이공원,1,1,0,0
오봉폭포,1,1,0,0
옥교산,1,0,0,0
운교산,1,0,0,0
운암어린이공원,1,1,1,1
원등산,1,1,1,1
장미소공원,1,1,1,0
정강해수욕장,1,1,0,0
천보근린공원,1,1,1,1
철쭉어린이공원,1,0,1,0
초막골근린공원,1,1,1,0
태봉어린이공원,1,1,1,1
포수동어린이공원,1,1,1,0
표선근린공원,1,1,0,1
푸른나래공원,1,1,1,1
풍림공원,1,1,1,1
한신공원,1,1,1,1
해님공원,1,1,1,1
햇빛어린이공원,1,1,0,0
간월폭포,0,1,1,0
갈산체육공원,1,0,1,0
교대어린이공원,1,1,1,0
구실공원,1,1,1,1
뇌암산,1,1,1,1
대정산,1,1,1,0
돌마리어린이공원,1,1,1,1
두무계곡,0,1,0,0
들마을공원,1,1,1,0
만촌공원,1,1,1,0
매천근린공원,1,1,1,0
반석어린이공원,1,1,1,0
방잇골어린이공원,1,1,1,1
봄내공원,1,1,1,1
북촌공원,1,0,1,0
사랑공원,1,0,1,0
사미공원,1,1,1,1
살구꽃공원,1,0,0,1
삼학사어린이공원,1,0,1,0
샛마을근린공원,0,1,1,0
서당골공원,1,1,0,1
석남녹지공원,1,0,1,0
성남어린이공원,1,1,1,0
성주어린이공원,1,0,1,1
송석정유원지,1,1,1,0
송죽어린이공원,1,1,1,0
신대리공원,1,1,0,0
아랫샘어린이공원,1,1,1,0
아름마을공원,1,1,1,0
약진넘어해수욕장,0,1,0,0
연산공원,1,1,1,0
열우물놀이공원,1,1,1,0
용남어린이공원,1,1,0,0
용산미로공원,0,1,1,0
용수골어린이공원,1,1,1,1
원자력공원,1,1,1,0
원평근린공원,1,1,1,1
은방울공원,1,1,1,0
은하공원,1,1,1,0
자성공원,1,1,1,0
장덕공원,1,1,1,0
죽도유원지,0,1,1,0
증평체육공원,1,1,1,0
지사공원,1,1,0,0
직포해수욕장,0,1,1,0
진등공원,1,1,1,0
첩푸산,0,1,1,1
청안근린공원,1,1,1,0
팔복공원,1,1,0,1
하늘벽유리다리,1,1,1,0
하설산,1,1,1,0
한길찬공원,1,1,0,0
효자리계곡,0,1,1,0
가는게해변,1,1,1,1
강월어린이공원,1,1,1,0
고덕체육공원,1,1,1,1
광주자전거생태공원,1,1,1,0
노루목유원지,0,1,0,0
농여해수욕장,1,1,1,0
능말근린공원,1,1,1,0
다산지구공원,1,1,1,1
달무리공원,1,1,1,0
문예어린이공원,1,1,0,0
박물관공원,0,1,1,0
삼산동수목학습원,1,1,1,0
상원어린이공원,1,1,1,1
새우촌공원,1,1,1,1
성불암계곡,1,1,0,0
송산사지공원,1,0,1,0
수피아공원,1,0,1,0
심곡공원,1,1,1,0
안섬친수공원,0,1,1,0
앵무새공원,1,0,1,1
언양천전리성,1,1,1,1
옥계솟대공원,1,1,0,1
외기해수욕장,1,1,1,0
용두리간이해수욕장,1,1,0,0
원촌공원,0,1,1,1
윗소사공원,1,1,0,0
절구폭포,0,0,1,1
창날공원,1,1,1,1
청다락,1,1,0,1
토끼와거북이공원,1,1,1,0
한내어린이공원,1,1,1,0
희망동산,1,1,1,0
망이산,0,0,1,1
가수원공원,1,1,1,0
가족소풍마당,1,1,1,0
간월도해수욕장,1,1,0,0
강동어린이공원,1,0,1,0
구영선사공원,1,1,1,1
기산리유원지,1,1,1,0
남동공단공원,1,1,1,0
당수동시민공원,1,1,1,0
마단공원,1,1,1,1
베루공원,0,1,1,0
보명어린이공원,1,1,1,1
성북우정의공원,1,1,1,1
수월숲,1,1,1,1
영동근린공원,1,1,1,1
예천곤충생태공원,1,1,0,0
오봉공원,1,0,1,0
오션파크천안,1,1,1,1
옥녀탕유원지,0,1,0,0
우주선어린이공원,1,1,1,0
원주태장체육공원,1,1,1,0
월하공원,1,0,1,0
윤산생태숲,1,0,0,1
임곡해수욕장,0,1,0,0
좌천범일어린이공원,1,1,1,1
주산지어린이공원,0,1,1,0
지내공원,1,1,1,1
회화나무공원,1,1,1,1
흥국사산림공원,1,1,1,1
감삼소공원,1,1,1,0
강정공원,1,1,1,1
강화산성동문,1,1,1,0
개운산근린공원,1,0,1,0
경현유원지,1,1,1,0
공동체정원,1,1,1,0
기린생활체육공원,0,1,1,0
김득신문학공원,0,1,1,0
꽃내음공원,1,1,1,0
꿩고개근린공원,1,1,1,0
남산호국공원,1,1,1,0
너른들어린이공원,1,1,1,0
당산어린이공원,0,1,1,0
대왕어린이공원,1,1,1,1
대호목조각공원,1,1,1,0
덕포백양공원,1,1,1,0
도락산유원지,0,1,1,0
동면상동체육공원,1,1,1,1
둥지공원,1,1,1,0
마리공원,0,0,1,1
마을공원,1,1,1,1
만월어린이공원,1,1,1,1
맹대유원지,0,1,0,0
면옥치계곡,0,1,0,0
목장불해수욕장,0,1,0,0
몽촌공원,1,1,1,0
물푸레공원,1,1,1,0
미라해수욕장,1,1,0,0
미리네공원,1,1,1,0
방문산,1,1,0,1
백률사금동약사여래입상,1,0,1,1
백송공원,1,1,1,0
백양근린공원,1,1,1,1
번제근린공원,1,0,1,0
보두산,1,1,0,1
봉알자리,1,1,1,1
부주산체육공원,1,0,1,0
불국사금동비로자나불좌상,1,0,1,0
비전공원,1,1,1,0
사자산체험마을,1,1,1,1
산북체육공원,1,1,1,0
산택연꽃공원,1,1,1,0
삼산교통공원,1,1,1,0
상직폭포,0,1,1,0
선셋드라이브공원,1,1,1,0
선재미공원,1,0,1,0
설봉국제조각공원,1,0,0,0
설성산성,1,1,1,1
설악생활체육공원,1,1,1,0
성치산성,1,1,1,1
소원어린이공원,1,1,1,1
송지호해변공원,1,1,1,0
수원고읍성,1,0,1,0
순화어린이공원,1,1,1,0
시민탑광장,1,1,1,0
신기어린이공원,1,1,1,0
신당산성,1,1,0,1
신선폭포,1,1,0,1
신송공원,1,1,1,1
신천지파크랜드,1,0,1,1
실직군왕릉,1,1,0,1
쌍림어린이공원,1,1,1,0
어릿골해수욕장,0,1,0,0
역북소공원,1,1,1,0
역사테마공원,1,1,1,1
연서공원,1,1,1,1
오정어린이공원,1,1,1,0
옥현공원,1,0,1,1
용두희망어린이공원,1,1,0,0
월드컵공원하늘공원,0,0,1,0
유기농테마파크,1,0,1,1
일성왕릉,0,1,0,0
자미산성,1,1,1,1
정강왕릉,1,1,1,1
주민체육공원,1,1,1,1
주산성,1,0,1,1
주자공원,1,1,1,0
죽노골해수욕장,1,1,1,0
지마왕릉,1,0,1,0
진감선사대공탑비,1,1,1,0
차황문화공원,1,1,1,0
창리공원,1,1,1,0
창박골배수지체육공원,1,1,1,0
창영어린이공원,1,0,0,1
천천1공원,1,1,1,1
철원성산성,1,0,0,1
철조비로자나불좌상,1,0,1,1
추계레스피아,0,1,1,1
추억의테마공원,1,1,1,1
충현어린이공원,1,1,1,0
캐루셀,1,0,1,1
탄요공원,1,0,1,0
태화소공원,1,1,1,0
풍혈산유원지,1,1,1,0
한두평공원,1,1,1,1
한산읍성,1,1,1,1
현충탑공원,1,1,1,0
DMC문화공원,1,0,1,0
꿈마루공원,0,0,1,0
두촌면생활체육공원,1,1,1,0
면목공원,1,1,1,0
반계공원,1,1,1,1
사금산,1,0,1,1
사정성,1,0,1,0
삼전근린공원,1,1,0,1
솔대체육공원,1,1,1,1
솔북이에듀파크,1,1,1,1
수인산성,1,1,1,1
스페인조각공원,0,0,1,0
시민의숲공원,1,1,1,0
신백생활체육공원,1,1,1,0
아라어린이공원,1,1,1,1
안산성,0,1,0,0
연곡사동부도,0,1,1,1
용주체육공원,0,1,1,1
운주면생활체육공원,0,1,1,0
지등산,1,0,1,1
토담랜드,0,1,0,0
화포해수욕장,0,1,1,0
회천생태공원,1,1,1,1
효소왕릉,1,0,1,1
후포생활체육공원,0,1,1,1
가내소폭포,1,1,1,1
고촌체육공원,1,0,1,1
광장공원,1,0,0,1
귀래생태공원,1,1,1,1
나호공원,1,1,1,1
내수전해수욕장,1,1,0,0
녹번동마을마당,1,1,1,1
논현무궁화공원,1,1,1,0
대구선반야월공원,1,0,1,1
대평공원,1,0,1,0
동학공원,1,1,1,0
두타산도립공원,0,1,1,0
등곡산,1,0,0,1
맹동체육공원,1,1,1,0
미니공원,1,1,1,1
반월어린이공원,1,0,1,0
백년광장,1,1,1,0
법성공원,1,1,1,0
별방진성,1,0,1,1
보강천체육공원,1,1,1,0
북정근린공원,1,1,1,0
성남면체육공원,1,1,1,0
소들공원,1,1,1,1
수성생활체육공원,1,0,0,1
신길광장공원,1,1,0,1
신우어린이공원,1,1,1,1
안동2지구공원,1,1,1,0
영등포근린공원,1,1,1,1
오성산공원,1,1,1,1
용반들근린공원,1,1,1,1
우도해양도립공원,1,1,1,1
우정어린이공원,1,1,1,1
월전공원,1,1,0,0
의성생활체육공원,1,1,1,1
일신공원,1,1,1,1
조문국박물관물놀이장,1,1,0,0
중곡어린이공원,1,1,1,0
창신공원,1,1,1,0
코스타리카광장,1,0,1,0
풀잎어린이공원,1,1,1,1
현대어린이공원,1,0,1,1
호미걸이공원,1,1,1,1
회봉산,1,1,1,0
갈곡어린이공원,0,1,1,0
광주학생독립운동기념공원,1,1,1,1
군위힐링도시숲,1,0,1,0
너울숲공원,1,0,1,0
당굴공원,1,1,1,0
대현공원,1,0,1,1
도현어린이공원,1,1,1,0
동악체육공원,1,1,1,0
동암놀이공원,1,1,1,1
떼뿌리해수욕장,1,1,1,1
띠앗공원,1,1,1,0
마폭포,0,1,1,0
만석보쉼터,1,1,1,1
매봉어린이공원,1,1,1,0
명개리계곡,0,1,0,0
목기미해변,0,1,1,0
문현어린이공원,1,1,1,0
불국사금동아미타여래좌상,1,1,1,0
삼가체육공원,1,0,1,1
성미산성,1,1,1,1
소요생활체육공원,1,1,1,0
소이체육공원,1,1,1,0
수밋들공원,1,1,1,0
수운근린공원,1,1,1,0
신가동공원,1,0,1,0
신전해수욕장,1,1,1,0
신화어린이공원,1,1,0,1
아침뜰근린공원,1,0,1,1
양금폭포,1,1,0,1
어의계곡,1,1,0,0
얼음골자연유원지,1,1,0,0
연꽃어린이공원,1,1,1,0
와룡폭포,1,1,0,0
우장공원,1,1,1,0
월곶에코피아워터파크,1,1,0,0
윤슬공원,1,1,1,1
창선생활체육공원,1,1,0,1
천포금광촌,1,1,1,0
청암어린이공원,1,1,0,1
충효어린이공원,1,1,0,0
킨텍스온누리공원,1,1,1,0
태기산성,1,1,0,0
태평근린공원,1,1,1,1
한국차소리문화공원,1,1,1,0
한신지계곡,1,1,0,1
화엄사각황전앞석등,1,1,1,1
화현공원,1,0,1,0
횡성생활체육공원,1,1,0,0
가팔어린이공원,1,1,1,1
갯바람공원,1,1,1,0
거열산성군립공원,1,1,1,1
고암근린공원,1,1,1,1
구석기역사공원,1,1,1,1
남부어린이공원,1,1,1,1
남평월현대산근린공원,1,1,1,0
내송공원,0,0,1,1
노해어린이공원,1,1,0,0
논금해수욕장,1,1,0,0
다대산성,1,1,1,1
담방문화근린공원,1,1,1,0
대통령공원,1,1,1,0
덕산어린이공원,1,1,1,0
동천자전거연습장,1,1,1,0
등룡폭포,0,0,1,0
만리공원,1,0,1,0
매정공원,0,1,1,1
면위산,1,1,0,1
물무리골생태공원,1,1,1,0
미도어린이공원,1,0,1,1
미탄체육공원,0,1,0,0
배낭기미해수욕장,1,1,0,0
변동공원,1,1,1,0
별님어린이공원,1,1,1,0
부원공원,1,0,1,1
삼평어린이공원,1,0,1,0
서인공원,1,1,0,1
수누피공원,1,1,1,1
신복공원,1,1,1,1
신봉근린공원,1,0,1,1
신월근린공원,1,1,1,0
쌀섬어린이공원,0,1,0,1
야미산,1,1,0,1
어영해안공원,1,1,1,0
연동계곡,0,1,0,0
염주공원,1,1,1,0
오구어린이공원,1,1,1,1
오산세마공원,1,1,1,0
옹기문화공원,1,0,0,0
왕지공원,1,1,0,1
왕피리계곡,0,1,0,0
용주어린이공원,1,1,1,1
원각폭포,0,0,0,1
원대동제일공원,0,1,1,0
음성체육공원,1,1,1,0
이곡생수공원,1,1,0,0
임한리솔밭공원,0,0,1,0
젤미공원,1,1,1,0
중대어린이공원,1,1,1,1
중화리공원,1,1,1,0
지억산,0,1,1,0
진모래해변,1,1,1,0
진주폭포,1,1,1,0
친수문화공원,1,1,1,0
칠암어린이공원,1,1,1,1
태양공원,1,1,1,0
팽성어린이공원,1,1,1,0
홍익공원,1,1,0,1
갈현성,1,0,1,0
강송정공원,1,1,1,0
개봉소공원,1,1,0,0
거멀너머해수욕장,1,1,1,0
계양구교통공원,1,1,1,0
고래들공원,1,0,0,0
구봉산만남의광장,1,1,1,1
군민체육공원,0,1,0,1
금당리계곡,0,1,0,0
금산두충나무유원지,0,1,0,0
금성근린공원,1,1,1,1
금확산,0,1,1,1
꿈자람나눔터,0,1,1,1
내곡공원,1,1,1,1
내초공원,1,0,1,1
노목산,1,1,1,1
대화체육공원,1,1,1,1
도당하늘숲,1,1,1,0
동진강변공원,0,1,1,0
뗏마루공원,0,1,0,1
마곡근린공원,1,0,1,0
마애불상군,1,1,1,1
매포천생태공원,1,1,1,0
메아리공원,1,0,1,0
모롱지공원,1,1,1,0
무학봉공원,1,0,1,0
물병자리공원,1,1,1,1
별공원,1,1,1,1
본동어린이공원,1,1,1,1
뽕밭어린이공원,1,1,1,0
새재미공원,1,0,1,0
샛강어린이공원,1,1,1,0
생연근린공원,1,1,1,1
서석면체육공원,1,1,1,0
